,Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Auburn will beat Georgia?,Unnamed: 10,What probability do you assign to this?,Mississippi State will beat Alabama?,Unnamed: 13,What probability do you assign to this?.1,Missouri will be Florida?,Unnamed: 16,What probability do you assign to this?.2,Vanderbilt will beat Kentucky?,Unnamed: 19,What probability do you assign to this?.3,Ole Miss will be LSU?,Unnamed: 22,What probability do you assign to this?.4,Texas A&M will beat South Carolina?,Unnamed: 25,What probability do you assign to this?.5
93.0,11134086800,249314731,11/11/19 9:05,11/11/19 9:06,131.204.254.85,x130@x.edu,,,,TRUE,,69,,FALSE,100,,FALSE,42,,FALSE,53,,FALSE,100,TRUE,,54
94.0,11134083066,249314731,11/11/19 9:03,11/11/19 9:04,97.80.236.71,x82@x.edu,,,,,FALSE,52,,FALSE,100,,FALSE,24,TRUE,,32,,FALSE,100,,FALSE,36
95.0,11134047914,249314731,11/11/19 8:50,11/11/19 8:51,68.119.80.131,x13@x.edu,,,,TRUE,,21,,FALSE,100,,FALSE,50,TRUE,,30,,FALSE,100,TRUE,,50
96.0,11134047038,249314731,11/11/19 8:50,11/11/19 8:51,24.179.2.79,x119@x.edu,,,,TRUE,,52,,FALSE,100,,FALSE,74,,FALSE,62,,FALSE,100,TRUE,,53
97.0,11134037798,249314731,11/11/19 8:47,11/11/19 8:48,131.204.254.86,x95@x.edu,,,,TRUE,,15,,FALSE,98,,FALSE,65,,FALSE,19,,FALSE,98,TRUE,,48
98.0,11134035580,249314731,11/11/19 8:45,11/11/19 8:47,174.223.12.91,x3@x.edu,,,,,FALSE,48,,FALSE,100,,FALSE,100,,FALSE,60,,FALSE,100,TRUE,,73
99.0,11134027737,249314731,11/11/19 8:43,11/11/19 8:44,24.179.41.3,x11@x.edu,,,,TRUE,,52,,FALSE,100,,FALSE,100,TRUE,,27,,FALSE,100,TRUE,,60
100.0,11134023516,249314731,11/11/19 8:41,11/11/19 8:42,207.229.100.161,x7@x.edu,,,,TRUE,,8,,FALSE,100,,FALSE,10,,FALSE,8,,FALSE,100,TRUE,,13
101.0,11134020299,249314731,11/11/19 8:40,11/11/19 8:41,75.143.89.30,x135@x.edu,,,,TRUE,,30,,FALSE,100,,FALSE,49,,FALSE,49,,FALSE,100,,FALSE,31
102.0,11134015427,249314731,11/11/19 8:39,11/11/19 8:39,131.204.254.86,x132@x.edu,,,,TRUE,,44,,FALSE,96,,FALSE,94,,FALSE,79,,FALSE,37,,FALSE,21
103.0,11134014378,249314731,11/11/19 8:38,11/11/19 8:39,131.204.254.85,x33@x.edu,,,,TRUE,,0,,FALSE,51,,FALSE,50,TRUE,,22,,FALSE,100,TRUE,,51
104.0,11133993068,249314731,11/11/19 8:30,11/11/19 8:31,97.80.235.79,x62@x.edu,,,,TRUE,,0,,FALSE,100,,FALSE,40,,FALSE,24,,FALSE,99,TRUE,,50
105.0,11133988506,249314731,11/11/19 8:28,11/11/19 8:29,24.96.135.138,x40@x.edu,,,,,FALSE,100,,FALSE,100,,FALSE,100,TRUE,,50,,FALSE,100,TRUE,,0
106.0,11133978892,249314731,11/11/19 8:25,11/11/19 8:26,216.156.220.244,x97@x.edu,,,,,FALSE,0,,FALSE,100,,FALSE,47,TRUE,,48,,FALSE,100,TRUE,,55
107.0,11133961273,249314731,11/11/19 8:12,11/11/19 8:19,131.204.254.85,x102@x.edu,,,,,FALSE,1,,FALSE,99,,FALSE,86,,FALSE,50,,FALSE,99,TRUE,,38
108.0,11133957669,249314731,11/11/19 8:17,11/11/19 8:18,131.204.254.84,x134@x.edu,,,,TRUE,,42,,FALSE,100,,FALSE,100,TRUE,,63,,FALSE,87,,FALSE,100
109.0,11133949098,249314731,11/11/19 8:14,11/11/19 8:14,131.204.254.87,x19@x.edu,,,,TRUE,,47,,FALSE,100,,FALSE,100,,FALSE,100,,FALSE,100,TRUE,,100
110.0,11133946877,249314731,11/11/19 8:13,11/11/19 8:14,68.119.85.36,x52@x.edu,,,,,FALSE,30,,FALSE,97,,FALSE,72,,FALSE,31,,FALSE,98,TRUE,,52
111.0,11133942275,249314731,11/11/19 8:11,11/11/19 8:12,75.143.81.235,x28@x.edu,,,,TRUE,,53,,FALSE,75,,FALSE,50,,FALSE,24,,FALSE,69,,FALSE,77
112.0,11133940156,249314731,11/11/19 8:10,11/11/19 8:11,207.229.100.161,x139@x.edu,,,,,FALSE,55,,FALSE,100,,FALSE,100,TRUE,,0,,FALSE,100,TRUE,,0
113.0,11133931974,249314731,11/11/19 8:07,11/11/19 8:08,72.15.118.136,x138@x.edu,,,,TRUE,,49,,FALSE,95,,FALSE,77,TRUE,,74,,FALSE,99,TRUE,,94
114.0,11133918777,249314731,11/11/19 8:02,11/11/19 8:03,24.179.35.109,x17@x.edu,,,,TRUE,,100,,FALSE,100,,FALSE,100,TRUE,,100,,FALSE,100,,FALSE,100
115.0,11133918506,249314731,11/11/19 8:02,11/11/19 8:02,131.204.254.87,x16@x.edu,,,,TRUE,,100,,FALSE,100,,FALSE,72,,FALSE,32,,FALSE,100,TRUE,,54
116.0,11133907549,249314731,11/11/19 7:57,11/11/19 7:58,99.191.234.169,x103@x.edu,,,,,FALSE,29,,FALSE,94,,FALSE,56,,FALSE,16,,FALSE,100,TRUE,,20
117.0,11133892281,249314731,11/11/19 7:51,11/11/19 7:51,75.143.89.205,x142@x.edu,,,,,FALSE,82,,FALSE,100,,FALSE,100,,FALSE,27,,FALSE,75,TRUE,,100
118.0,11133891805,249314731,11/11/19 7:50,11/11/19 7:51,24.196.28.73,x41@x.edu,,,,,FALSE,21,,FALSE,100,,FALSE,26,TRUE,,0,,FALSE,100,TRUE,,8
119.0,11133891195,249314731,11/11/19 7:50,11/11/19 7:51,104.222.17.65,x51@x.edu,,,,TRUE,,62,,FALSE,100,,FALSE,76,,FALSE,71,,FALSE,100,TRUE,,69
120.0,11133889805,249314731,11/11/19 7:50,11/11/19 7:50,24.179.46.245,x101@x.edu,,,,,FALSE,4,,FALSE,100,,FALSE,70,,FALSE,67,,FALSE,100,TRUE,,71
121.0,11133888897,249314731,11/11/19 7:49,11/11/19 7:50,107.77.232.34,x5@x.edu,,,,TRUE,,66,,FALSE,100,,FALSE,100,,FALSE,100,,FALSE,100,TRUE,,100
122.0,11133875414,249314731,11/11/19 7:43,11/11/19 7:44,99.203.4.207,x90@x.edu,,,,TRUE,,50,,FALSE,73,,FALSE,100,,FALSE,100,,FALSE,83,TRUE,,68
123.0,11133872686,249314731,11/11/19 7:42,11/11/19 7:43,131.204.254.109,x129@x.edu,,,,TRUE,,0,,FALSE,100,,FALSE,76,,FALSE,52,,FALSE,100,TRUE,,6
124.0,11133872144,249314731,11/11/19 7:42,11/11/19 7:43,68.119.82.26,x24@x.edu,,,,TRUE,,100,,FALSE,95,TRUE,,4,TRUE,,0,,FALSE,100,TRUE,,43
125.0,11133865078,249314731,11/11/19 7:39,11/11/19 7:39,174.81.153.26,x45@x.edu,,,,TRUE,,9,,FALSE,100,,FALSE,100,TRUE,,38,,FALSE,100,TRUE,,58
126.0,11133834928,249314731,11/11/19 7:23,11/11/19 7:26,75.143.90.52,x146@x.edu,,,,TRUE,,99,,FALSE,50,,FALSE,97,,FALSE,97,,FALSE,98,TRUE,,50
127.0,11133834183,249314731,11/11/19 7:26,11/11/19 7:26,97.81.251.214,x148@x.edu,,,,TRUE,,20,,FALSE,100,,FALSE,100,,FALSE,43,,FALSE,100,TRUE,,54
128.0,11133807063,249314731,11/11/19 7:13,11/11/19 7:13,107.77.235.197,x92@x.edu,,,,,FALSE,70,,FALSE,100,,FALSE,100,,FALSE,100,,FALSE,100,TRUE,,64
129.0,11133736645,249314731,11/11/19 6:36,11/11/19 6:37,12.233.239.161,x72@x.edu,,,,,FALSE,20,,FALSE,74,,FALSE,34,,FALSE,16,,FALSE,91,TRUE,,9
130.0,11133733113,249314731,11/11/19 6:34,11/11/19 6:35,99.191.234.80,x152@x.edu,,,,TRUE,,18,,FALSE,100,TRUE,,53,,FALSE,46,,FALSE,100,TRUE,,50
131.0,11133722646,249314731,11/11/19 6:28,11/11/19 6:29,172.58.6.189,x47@x.edu,,,,,FALSE,73,TRUE,,77,,FALSE,71,,FALSE,90,,FALSE,100,,FALSE,83
132.0,11133713704,249314731,11/11/19 6:24,11/11/19 6:24,155.186.227.35,x114@x.edu,,,,TRUE,,0,,FALSE,17,TRUE,,14,,FALSE,8,TRUE,,0,TRUE,,16
133.0,11133711982,249314731,11/11/19 6:22,11/11/19 6:23,174.81.153.254,x91@x.edu,,,,TRUE,,19,,FALSE,100,,FALSE,100,,FALSE,31,,FALSE,100,TRUE,,34
134.0,11133698138,249314731,11/11/19 6:14,11/11/19 6:15,24.179.37.29,x83@x.edu,,,,TRUE,,0,,FALSE,100,,FALSE,100,,FALSE,29,,FALSE,100,TRUE,,0
